"course","title"
"http://is-concordia.io/COMS506","In the Field: Methods"
"http://is-concordia.io/BIOL423","Scientific Communication"
"http://is-concordia.io/CIVI6001","Advanced Reinforced Concrete"
"http://is-concordia.io/INSE6280","Quality Assurance for System Engineering"
"http://is-concordia.io/EMBA635","Starting a New Venture"
"http://is-concordia.io/CIVI6531","Soil Testing and Properties"
"http://is-concordia.io/FTRA416","Informatique et traduction"
"http://is-concordia.io/COMP6421","Compiler Design"
"http://is-concordia.io/COMP5201","Computer Organization and Assembly Language"
"http://is-concordia.io/MECH6571","Corrosion and Oxidation of Metals"
"http://is-concordia.io/SCUL410","Sculpture as Practice"
"http://is-concordia.io/ACCO652","Business Advisory Services"
"http://is-concordia.io/EXCI259","Human Physiology II: Cardiovascular and Respiratory Systems: From Rest to Exercise"
"http://is-concordia.io/FTRA668","Web, technologies, traduction : théories et critiques"
"http://is-concordia.io/STAT280","Introduction to Statistical Programming"
"http://is-concordia.io/PHIL220","Introduction to the Philosophy of Science"
"http://is-concordia.io/HEXS801","Scientific Communication and Pedagogy in Health and Exercise Science"
"http://is-concordia.io/AHSC660","Philosophy and Ethics of Intervention"
"http://is-concordia.io/MSCA611","Research Methodology"
"http://is-concordia.io/ECON523","Applied Econometrics"
"http://is-concordia.io/COMS361","Propaganda"
"http://is-concordia.io/CHEM692","Experimental Protein Chemistry"
"http://is-concordia.io/ELEC6861","Higher Layer Telecommunications Protocols"
"http://is-concordia.io/CIVI6411","Urban Transportation Planning"
"http://is-concordia.io/MECH411","Instrumentation and Measurements"
"http://is-concordia.io/PSYC841","Extramural Practicum III: General"
"http://is-concordia.io/FTRA556","Programmation en localisation"
"http://is-concordia.io/PSYC828","APC Practicum IV: Child"
"http://is-concordia.io/PHOT472","Professional Internship II"
"http://is-concordia.io/ELEC432","Control of Electrical Power Conversion Systems"
"http://is-concordia.io/JOUR523","News and Feature Photography"
"http://is-concordia.io/FTRA598","Étude avancée d’un sujet particulier"
"http://is-concordia.io/FTRA598","Étude avancée d’un sujet particulier / Special Topics"
"http://is-concordia.io/APLI630","Second Language Syllabus Design and Curriculum Planning"
"http://is-concordia.io/MECH6501","Advanced Materials"
"http://is-concordia.io/URBS333","Urban Laboratory"
"http://is-concordia.io/BLDG476","Thermal Analysis of Buildings"
"http://is-concordia.io/BLDG6661","Hygrothermal Performance of the Building Envelope"
"http://is-concordia.io/ECON522","Econometrics II"
"http://is-concordia.io/CIVI6451","Pavement Design"
"http://is-concordia.io/PSYC711","Extramural Practicum I: General"
"http://is-concordia.io/SOCIANTH450","Social Economy & Sustainable Futures"
"http://is-concordia.io/ESL206","Academic Oral Communication II"
"http://is-concordia.io/MANA684","Entrepreneurship through Acquisition"
"http://is-concordia.io/AHSC361","Leisure Services Leadership"
"http://is-concordia.io/PHOT210","Foundations in Photographic Vision Theory and Practice I"
"http://is-concordia.io/ELEC6061","Real-time Computer Control Systems"
"http://is-concordia.io/KCEP483","Kinesiology and Clinical Exercise Physiology Internship II"
"http://is-concordia.io/RELI313","Zoroastrianism"
"http://is-concordia.io/CIVI7001","Earthquake Engineering"
"http://is-concordia.io/MECH321","Properties and Failure of Materials"
"http://is-concordia.io/SCOM498","Supply Chain Project"
"http://is-concordia.io/INDU6121","Advanced Operations Research"
"http://is-concordia.io/FBRS451","Independent Study I"
"http://is-concordia.io/WSDB290","Introduction to Historical Perspectives in Women’s Studies"
"http://is-concordia.io/PTNG440","Collage"
"http://is-concordia.io/FTRA681","Tutorial in literature"
"http://is-concordia.io/DFTT370","Elements of Production"
"http://is-concordia.io/ENGL636","Writing about/on/with/at/the contemporary circus: A seminar on Research-Creation, Creative process and Meaning-Making (intensive Faculty of Arts and Science international graduate seminar)"
"http://is-concordia.io/COMP479","Information Retrieval and Web Search"
"http://is-concordia.io/ELEC6421","Renewable Energy Systems"
"http://is-concordia.io/CERA498","Special Topics in Ceramics"
"http://is-concordia.io/BLDG6751","Indoor Air Quality and Ventilation"
"http://is-concordia.io/MARA240","Intermediate Modern Standard Arabic I"
"http://is-concordia.io/COEN212","Digital Systems Design I"
"http://is-concordia.io/ENGR290","Introductory Engineering Team Design Project"
"http://is-concordia.io/SOEN385","Control Systems and Applications"
"http://is-concordia.io/INDU6331","Advanced Quality Control"
"http://is-concordia.io/PTNG201","Introduction to Painting"
"http://is-concordia.io/MBA695","Seminar in Special Topics"
"http://is-concordia.io/MCHI250","Intermediate Modern Chinese II"
"http://is-concordia.io/COMP353","Databases"
"http://is-concordia.io/ELEC482","System Optimization"
"http://is-concordia.io/CHEM419","Independent Study and Practicum"
"http://is-concordia.io/PHOT311","Large Format Photography I"
"http://is-concordia.io/EDUC304","Play in Childhood Settings"
"http://is-concordia.io/FBRS260","Textile Printing and Dyeing I"
"http://is-concordia.io/IRST300","Research Methods in Irish Studies"
"http://is-concordia.io/RELI214","Religions of the West"
"http://is-concordia.io/CIVI7031","Dynamics of Foundations"
"http://is-concordia.io/PRIN411","Intaglio III"
"http://is-concordia.io/INSE6120","Crypto-Protocol and Network Security"
"http://is-concordia.io/AHSC410","Advanced Youth Work Intervention"
"http://is-concordia.io/AHSC631","Research Methods"
"http://is-concordia.io/DFTT209","Design for Live Performance l"
"http://is-concordia.io/COEN6741","Computer Architecture and Design"
"http://is-concordia.io/ACTT460","Classical Text Project"
"http://is-concordia.io/HENV801","Pedagogical Training"
"http://is-concordia.io/ADED344","Design of Adult Learning Projects"
"http://is-concordia.io/PHOT300","Photographic Vision: Theory and Practice II"
"http://is-concordia.io/ENCS6041","Innovation and Critical Thinking in Science and Technology (also listed as ENCS 6041)"
"http://is-concordia.io/JOUR402","Specialist Reporting"
"http://is-concordia.io/PERC212","Introduction to Dramaturgy"
"http://is-concordia.io/DFTT498","Special Topics in Design for the Theatre: Conception"
"http://is-concordia.io/MECH6021","Design of Industrial Control Systems"
"http://is-concordia.io/GEOG371","Landscape Ecology"
"http://is-concordia.io/CHEM221","Introductory Organic Chemistry I"
"http://is-concordia.io/FRAN211","French Language: Elementary"
"http://is-concordia.io/PSYC839","Extramural Practicum II: Adult"
"http://is-concordia.io/PRIN271","Contemporary Print Processes I"
"http://is-concordia.io/FTRA411","Terminologie et mondialisation"
"http://is-concordia.io/PRIN452","Advanced Projects in Print Media II"
"http://is-concordia.io/RELI409","Methodology and the Study of Religion"
"http://is-concordia.io/PSYC823","Multivariate Statistics"
"http://is-concordia.io/PSYC823","APC Practicum III: General"
"http://is-concordia.io/MPER231","Choir I"
"http://is-concordia.io/FRAN318","Le français des affaires"
"http://is-concordia.io/FRAN318","Le français des affaires I"
"http://is-concordia.io/PRIN366","Aspects of the Artist Book"
"http://is-concordia.io/HIST498","Critical Museology (also listed as HIST 670)"
"http://is-concordia.io/HIST498","Edible Environments: In and Beyond Montreal (also listed as HIST 670)"
"http://is-concordia.io/AHSC670","Consultation Methods"
"http://is-concordia.io/DRAW399","Special Topics in Drawing"
"http://is-concordia.io/FBRS372","Paper Works"
"http://is-concordia.io/DFTT299","Special Topics in Design for the Theatre"
"http://is-concordia.io/PERC211","Theatre in the City"
"http://is-concordia.io/BLDG6851","Project Cost Estimating"
"http://is-concordia.io/AHSC685","Coaching Interventions and Processes"
"http://is-concordia.io/ETEC669","Designing and Developing Interactive Instruction"
"http://is-concordia.io/MECH351","Thermodynamics II"
"http://is-concordia.io/SSDB426","Practicum"
"http://is-concordia.io/JPER223","Big Band I"
"http://is-concordia.io/COMS307","Scriptwriting for the Media"
"http://is-concordia.io/COMS384","Communication Media: Moving Images II"
"http://is-concordia.io/ACTT355","Voice for the Stage lll"
"http://is-concordia.io/ELEC436","Protection of Power Systems"
"http://is-concordia.io/BLDG6571","Project Management"
"http://is-concordia.io/PTNG412","Body, Representation and Information II"
"http://is-concordia.io/ENGL347","Creative Non-Fiction Writing"
"http://is-concordia.io/MECH6321","Optimum Design of Mechanical Systems"
"http://is-concordia.io/CLAS384","Intermediate Ancient Greek II: Poetry"
"http://is-concordia.io/MECH6481","Aeroelasticity"
"http://is-concordia.io/SCUL201","Introduction to Sculpture and Installation"
"http://is-concordia.io/CIVI6501","Foundation Engineering"
"http://is-concordia.io/PRIN221","Lithography I"
"http://is-concordia.io/TESL415","Testing, Evaluation, and Course Design"
"http://is-concordia.io/PRIN471","Independent Study in Print Media I"
"http://is-concordia.io/AHSC332","Organization Development 1"
"http://is-concordia.io/AHSC437","Internships in Leisure Sciences"
"http://is-concordia.io/PSYC824","APC Practicum III: Adult"
"http://is-concordia.io/CHEM631","Computational Chemistry"
"http://is-concordia.io/MECH6741","Mechatronics"
"http://is-concordia.io/GEOG362","Statistical Methods"
"http://is-concordia.io/IMCA201","Introduction to Intermedia Arts"
"http://is-concordia.io/LOYC205","Introduction to Sustainability Studies (also listed as BIOL 205)"
"http://is-concordia.io/FTRA527","Travaux dirigés (A)"
"http://is-concordia.io/BLDG7861","Business Practices in Construction"
"http://is-concordia.io/COMP207","Computer Science Industrial Experience Work Term II"
"http://is-concordia.io/MPER322","Chamber Ensemble II"
"http://is-concordia.io/ITAL202","Introductory Italian II"
"http://is-concordia.io/AHSC538","Extended Internship in Youth Work"
"http://is-concordia.io/PHOT399","Special Topics in Photography"
"http://is-concordia.io/DFTT335","Set Design Realization"
"http://is-concordia.io/MECH6441","Stress Analysis in Mechanical Design"
"http://is-concordia.io/RELI6007","Religion, Politics, Heritage"
"http://is-concordia.io/ELEC6631","Video Processing and Compression"
"http://is-concordia.io/PRIN441","Advanced Processes in Digital Print Media III"
"http://is-concordia.io/INDU6151","Decision Models in Service Sector"
"http://is-concordia.io/IRST347","Contemporary Irish Theatre"
"http://is-concordia.io/HENV802","Experiential Learning"
"http://is-concordia.io/INDU6311","Discrete System Simulation"
"http://is-concordia.io/DRAW300","Drawing II"
"http://is-concordia.io/MECH6691","Optical Microsystems"
"http://is-concordia.io/FRAA492","Tutorat en langue ou linguistique"
"http://is-concordia.io/ELEC312","Electronics II"
"http://is-concordia.io/INSE6240","Executive Communication"
"http://is-concordia.io/BLDG6791","Thermal Building Simulation"
"http://is-concordia.io/MECH6611","Numerically Controlled Machines"
"http://is-concordia.io/MECH6661","Thermodynamics and Phase Equilibria of Materials"
"http://is-concordia.io/FTRA685","Tutorial in linguistics"
"http://is-concordia.io/RELI6018","Jewish Community Engagement"
"http://is-concordia.io/INDU323","Operations Research I"
"http://is-concordia.io/DANC305","Technique II"
"http://is-concordia.io/HIST685","Master’s Thesis"
"http://is-concordia.io/MAST677","Time Series"
"http://is-concordia.io/ACCO355","Analysis of Financial Statements"
"http://is-concordia.io/FTRA455","Gestion de projets"
"http://is-concordia.io/MSCA625","Seminar in Options and Futures"
"http://is-concordia.io/RELI387","Goddesses and Religious Images of Women"
"http://is-concordia.io/COMP492","Computer Science Project II"
"http://is-concordia.io/JOUR206","Introduction to Reporting"
"http://is-concordia.io/RELI220","Introduction to Judaism"
"http://is-concordia.io/POLI419","Strategic Studies"
"http://is-concordia.io/PHOT211","Black‑and‑White Photography I"
"http://is-concordia.io/AHSC422","Youth and Leisure"
"http://is-concordia.io/MECH6351","Modal Analysis of Mechanical Systems"
"http://is-concordia.io/ENGR107","Engineering Industrial Experience Work Term I"
"http://is-concordia.io/DANC320","Choreography I"
"http://is-concordia.io/INSE6660","Secure programsming"
"http://is-concordia.io/HIST397","History and Sound"
"http://is-concordia.io/JPER441","Jazz Vocal Repertoire II"
"http://is-concordia.io/CERA451","Independent Study I"
"http://is-concordia.io/MARK495","Strategic Marketing Planning"
"http://is-concordia.io/ENGL672","Seminar in Creative Writing: Prose Fiction, Poetry and Drama"
"http://is-concordia.io/INSE6320","Risk Analysis for Information and Systems Engineering"
"http://is-concordia.io/GEOG377","Landform Evolution"
"http://is-concordia.io/EAST482","Supervised Internship II"
"http://is-concordia.io/FTRA635","Traduction littéraire du français à l’anglais Co-listé : FTRA 501"
"http://is-concordia.io/PHIL495","Honours Essay"
"http://is-concordia.io/THEO404","Practicum in Pastoral  Care"
"http://is-concordia.io/PHIL263","Introduction to Epistemology"
"http://is-concordia.io/BLDG7811","Project Acquisition and Control"
"http://is-concordia.io/URBS483","Directed Studies / Practicum in Urban Planning I"
"http://is-concordia.io/ACTT362","Laban for the Actor"
"http://is-concordia.io/FLIT691","Présentation du mémoire incluant une réalisation médiatique"
"http://is-concordia.io/FBRS480","Advanced Fibres"
"http://is-concordia.io/BIOL630","Bioinformatics"
"http://is-concordia.io/SCPA509","Financing CED Initiatives: Part II"
"http://is-concordia.io/SCPA509","Le financement des initiatives de DÉC. Partie II"
"http://is-concordia.io/FTRA534","Terminologie et mondialisation"
"http://is-concordia.io/INDU6111","Theory of Operations Research"
"http://is-concordia.io/FBRS395","Extreme Fibres"
"http://is-concordia.io/BLDG6721","Building Acoustics"
"http://is-concordia.io/MECH6161","Gas Turbine Design"
"http://is-concordia.io/ETEC651","Fundamentals of Human Performance Technology"
"http://is-concordia.io/DFTT470","Advanced Elements of Production"
"http://is-concordia.io/KCEP349","Assessment, Interpretation, and Rehabilitation in Neuromuscular Physiology"
"http://is-concordia.io/GEOG463","Advanced Geographic Information Systems"
"http://is-concordia.io/JPER341","Jazz Vocal Repertoire I"
"http://is-concordia.io/COEN6721","Fault-Tolerant Distributed Systems"
"http://is-concordia.io/EDUC303","Children, Families and Social Policy"
"http://is-concordia.io/PTNG400","Painting III"
"http://is-concordia.io/ARTX490","Independent Study"
"http://is-concordia.io/JOUR209","Intermediate Multimedia"
"http://is-concordia.io/ENGR208","Engineering Industrial Experience Reflective Learning II"
"http://is-concordia.io/FINA471","International Financial Management"
"http://is-concordia.io/ACCO425","Financial Reporting IV"
"http://is-concordia.io/CHEM222","Introductory Organic Chemistry II"
"http://is-concordia.io/INDU311","Simulation of Industrial Systems"
"http://is-concordia.io/INSE6310","Systems Engineering Maintenance Management"
"http://is-concordia.io/AHSC360","Play, Adult Learning and Development"
"http://is-concordia.io/CERA230","Ceramics I"
"http://is-concordia.io/CHEM242","Inorganic Chemistry II: The Chemistry of the Main Group Elements"
"http://is-concordia.io/ENGR392","Impact of Technology on Society"
"http://is-concordia.io/ENCS6044","Practicum in Innovation"
"http://is-concordia.io/COEN7311","Protocol Design and Validation"
"http://is-concordia.io/CIVI390","Civil Engineering Design Project"
"http://is-concordia.io/COEN6321","Applied Evolutionary and Learning Algorithms"
"http://is-concordia.io/FRAA491","Tutorat en langue ou linguistique"
"http://is-concordia.io/THEO234","Pilgrim Bodies, Sacred Journeys"
"http://is-concordia.io/ENGL416","The Solo Play"
"http://is-concordia.io/BLDG6241","Building Information Modelling in Construction"
"http://is-concordia.io/ACTT209","The Engaged Theatre Artist"
"http://is-concordia.io/FBRS201","Introduction to Fibres and Material Practices"
"http://is-concordia.io/MECH461","Gas Dynamics"
"http://is-concordia.io/MPER332","Choir II"
"http://is-concordia.io/FTRA438","Initiation au sous-titrage"
"http://is-concordia.io/GERM201","Introductory German I"
"http://is-concordia.io/PSYC705","APC Practicum I"
"http://is-concordia.io/AHSC371","Community Recreation Planning"
"http://is-concordia.io/PERFORMCentre","PERFORM Centre observation"
"http://is-concordia.io/JOUR528","The Digital Magazine"
"http://is-concordia.io/GEOG474","Sustainable Forest Management"
"http://is-concordia.io/PERC351","Community Arts: The Art of Engagement"
"http://is-concordia.io/COEN313","Digital Systems Design II"
"http://is-concordia.io/ELEC6461","Power Electronics II"
"http://is-concordia.io/CLAS420","Advanced Latin I: Prose"
"http://is-concordia.io/ENGL396","Content Creation and Management in Professional Writing"
"http://is-concordia.io/ECON422","Econometrics II"
"http://is-concordia.io/INDU412","Human Factors Engineering"
"http://is-concordia.io/SCEN327","Hair and Make up Design"
"http://is-concordia.io/ELEC465","Networks Security and Management"
"http://is-concordia.io/AERO390","Aerospace Engineering Design Project"
"http://is-concordia.io/PRIN398","Special Topics in Print Media"
"http://is-concordia.io/PRIN211","Intaglio I"
"http://is-concordia.io/SCUL397","Intermediate Digital Sculpture II"
"http://is-concordia.io/AHSC444","The Older Adult and Leisure"
"http://is-concordia.io/ELEC424","VLSI Process Technology"
"http://is-concordia.io/COEN346","Operating Systems"
"http://is-concordia.io/BLDG6151","Database Applications in Building and Civil Engineering"
"http://is-concordia.io/JOUR531","Visual Journalism Photo Editing"
"http://is-concordia.io/MARA207","Modern Standard Arabic for Heritage Speakers II"
"http://is-concordia.io/DRAW200","Drawing I"
"http://is-concordia.io/LING372","Descriptive and Instrumental Phonetics"
"http://is-concordia.io/ECON806","Research Seminar"
"http://is-concordia.io/PTNG470","Independent Study"
"http://is-concordia.io/MPER422","Chamber Ensemble IV"
"http://is-concordia.io/COEN421","Embedded Systems Design"
"http://is-concordia.io/COMP490","Computer Science Project I"
"http://is-concordia.io/EDUC362","Inclusive Practices for School-Aged Populations"
"http://is-concordia.io/SCUL451","Independent Study I"
"http://is-concordia.io/AHSC620","Learning and Individual Change Processes"
"http://is-concordia.io/ECON683","Applied Econometrics: Microeconometrics"
"http://is-concordia.io/JOUR535","Documentary and Photographic Series"
"http://is-concordia.io/CHEM218","Introductory Analytical Chemistry II"
"http://is-concordia.io/LOYC240","Global Environmental Issues and Ecological Justice (also listed as POLI 208)"
"http://is-concordia.io/MECH7011","Dynamics of Hydraulic Control Systems"
"http://is-concordia.io/MANA444","Training and Development"
"http://is-concordia.io/ACTT210","Scene Study l"
"http://is-concordia.io/PTNG316","Abstract Painting I"
"http://is-concordia.io/MARK491","Brand Management (Seminar)"
"http://is-concordia.io/CHEM450","Research Project and Thesis"
"http://is-concordia.io/EMBA631","Management Control Systems"
"http://is-concordia.io/CERA201","Introduction to Ceramics"
"http://is-concordia.io/TESL330","Computers in Language Learning"
"http://is-concordia.io/HIST307","History of Montreal"
"http://is-concordia.io/COMP476","Advanced Game Development"
"http://is-concordia.io/CATA263","Principles of Athletic Therapy"
"http://is-concordia.io/ARTX480","Advanced Integrated Studio in Contemporary Art Practices"
"http://is-concordia.io/ELEC6181","Real-time and Multimedia Communication over Internet"
"http://is-concordia.io/FTRA631","Initiation à la traduction générale Co-listé : FTRA 531"
"http://is-concordia.io/AERO465","Gas Turbine Design"
"http://is-concordia.io/CIVI7901","Environmental Engineering Research Project"
"http://is-concordia.io/BIOL466","Advanced Techniques in Molecular Biology"
"http://is-concordia.io/PHYS637","Condensed Matter Physics II"
"http://is-concordia.io/INSE6680","Systems Physical Security"
"http://is-concordia.io/CHST605","Quantitative Methods of Inquiry"
"http://is-concordia.io/FTRA499","Étude avancée d’un sujet particulier"
"http://is-concordia.io/PERC409","Supervised Internship II"
"http://is-concordia.io/EXCI357","Human Physiology II: The Cardiovascular and Respiratory Systems"
"http://is-concordia.io/SPAN200","Introductory Spanish: Intensive"
"http://is-concordia.io/COMP345","Advanced Program Design with C++"
"http://is-concordia.io/FTRA304","Traduction littéraire de l’anglais au français"
"http://is-concordia.io/HIST200","Introduction to History"
"http://is-concordia.io/COMP5541","Tools and Techniques for Software Engineering"
"http://is-concordia.io/MECH368","Electronics for Mechanical Engineers"
"http://is-concordia.io/GIIM655","Socially Responsible & Sustainable Investment"
"http://is-concordia.io/CIVI7121","Cable Stayed Bridges"
"http://is-concordia.io/FBRS450","Independent Study"
"http://is-concordia.io/AERO481","Materials Engineering for Aerospace"
"http://is-concordia.io/CLAS470","Advanced Seminar in Archaeology"
"http://is-concordia.io/TESL341","Language acquisition"
"http://is-concordia.io/MARA200","Introduction to Modern Standard Arabic I"
"http://is-concordia.io/FINA482","International Banking: Operations, Policy and Strategy"
"http://is-concordia.io/MANA366","Industrial Relations and Collective Bargaining"
"http://is-concordia.io/IRST390","Field Studies in Ireland"
"http://is-concordia.io/MECH7711","Handling and Stability of Road Vehicles"
"http://is-concordia.io/AHSC451","Counselling Skills and Concepts"
"http://is-concordia.io/MCHI200","Introductory Modern Chinese"
"http://is-concordia.io/JOUR502","Introduction to Reporting"
"http://is-concordia.io/MECH474","Mechatronics"
"http://is-concordia.io/CIVI440","Computer Applications in Civil Engineering Practice"
"http://is-concordia.io/MECH6561","High Strength Materials"
"http://is-concordia.io/DRAW450","Drawing IV"
"http://is-concordia.io/SCPA482","Field Project in Immigration, Migration and Diversity"
"http://is-concordia.io/COMS374","Communication Media: Intermedia II"
"http://is-concordia.io/MECH6251","Space Flight Mechanics and Propulsion Systems"
"http://is-concordia.io/AHSC225","Self-Managed Learning"
"http://is-concordia.io/DFTT399","Special Topics in Design for the Theatre"
"http://is-concordia.io/COMS393","Communication Media: Special Topics"
"http://is-concordia.io/COMM401","Strategy and Competition"
"http://is-concordia.io/URBS433","Advanced Urban Laboratory"
"http://is-concordia.io/ELEC6131","Error Detecting and Correcting Codes"
"http://is-concordia.io/CERA330","Ceramics II"
"http://is-concordia.io/INSE6160","Database Security and Privacy"
"http://is-concordia.io/JOUR605","Digital Innovation in Journalism"
"http://is-concordia.io/MECH6641","Engineering Fracture Mechanics and Fatigue"
"http://is-concordia.io/JPER224","Eclectic Ensemble I"
"http://is-concordia.io/MARA203","Modern Standard Arabic for Heritage Speakers I"
"http://is-concordia.io/SPAN240","Intermediate Spanish: Intensive Course"
"http://is-concordia.io/AHSC456","Advanced Family Life Education"
"http://is-concordia.io/SPAN202","Introductory Spanish II"
"http://is-concordia.io/TESL433","Practicum"
"http://is-concordia.io/WSDB496","Directed Research"
"http://is-concordia.io/BLDG6781","Energy Management in Buildings"
"http://is-concordia.io/PTNG398","Special Topics in Painting"
"http://is-concordia.io/ELEC6051","Introduction to Analog VLSI"
"http://is-concordia.io/MECH6341","Engineering Analysis of Smart Materials and Structures"
"http://is-concordia.io/PERC488","Short Works Festival"
"http://is-concordia.io/BIOL330","Vertebrate Biology"
"http://is-concordia.io/SCUL490","Advanced Studio Practice"
"http://is-concordia.io/PHYS236","Numerical Methods in Physics with Python"
"http://is-concordia.io/JOUR507","Basics of Digital Imaging"
"http://is-concordia.io/INSE6290","Quality in Supply Chain Design"
"http://is-concordia.io/ELEC7441","Design of Power Electronic Circuits"
"http://is-concordia.io/ACTT231","Ensembles l"
"http://is-concordia.io/CIVI6651","Water Pollution and Control"
"http://is-concordia.io/MECH7101","Convection Heat Transfer"
"http://is-concordia.io/FLIT488","Création littéraire II"
"http://is-concordia.io/CIVI6061","Structural Health Monitoring"
"http://is-concordia.io/PERC298","Special Topics in Performance Creation"
"http://is-concordia.io/PHOT312","Large Format Photography II"
"http://is-concordia.io/ENGL671","Seminar in Creative Writing: Prose Fiction, Poetry and Drama"
"http://is-concordia.io/CATA462","Advanced Emergency Care"
"http://is-concordia.io/AERO455","Computational Fluid Dynamics for Aerospace Applications"
"http://is-concordia.io/BLDG490","Capstone Building Engineering Design Project (also listed as BLDG 490A, BLDG 490B)"
"http://is-concordia.io/CIVI6521","Soil Behaviour"
"http://is-concordia.io/PHOT301","Black‑and‑White II Fine Art Printing"
"http://is-concordia.io/HIST485","Public History Workshop"
"http://is-concordia.io/CHST606","Qualitative Methods of Inquiry"
"http://is-concordia.io/SOEN228","System Hardware"
"http://is-concordia.io/DANC405","Technique III"
"http://is-concordia.io/COEN316","Computer Architecture and Design"
"http://is-concordia.io/ACTT325","Voice for the Stage ll"
"http://is-concordia.io/CATA365","Athletic Therapy Field Internship I"
"http://is-concordia.io/FRAN212","French Language: Transitional Level"
"http://is-concordia.io/CIVI7111","Theory and Design of Modern Bridge Systems"
"http://is-concordia.io/ESTU670","Adult Education as a Field of Study"
"http://is-concordia.io/ENCS484","Development & Global Engineering (also listed as ENCS 6821)"
"http://is-concordia.io/RELI390","Angels and Demons in Judaism"
"http://is-concordia.io/MECH6421","Metal Machining and Surface Technology"
"http://is-concordia.io/DRAW398","Special Topics in Drawing"
"http://is-concordia.io/URBS335","Geographic Information Systems"
"http://is-concordia.io/JOUR503","Introduction to Visual Journalism"
"http://is-concordia.io/IMCA230","Performance Art"
"http://is-concordia.io/BLDG6801","Construction Planning and Control"
"http://is-concordia.io/PTNG471","Independent Study I"
"http://is-concordia.io/COMS475","Communication Media: Intermedia III"
"http://is-concordia.io/ACTU386","Actuarial Mathematics Lab II"
"http://is-concordia.io/CHEM235","Physical Chemistry II: Kinetics of Chemical Reactions"
"http://is-concordia.io/INSE6311","Sustainable Infrastructure Planning and Management Systems"
"http://is-concordia.io/APLI623","Sociolinguistics"
"http://is-concordia.io/INDU6211","Production Systems and Inventory Control"
"http://is-concordia.io/BLDG6761","Intelligent Buildings"
"http://is-concordia.io/EXCI323","Research Experience in Exercise Science"
"http://is-concordia.io/COEN6541","Functional Hardware Verification"
"http://is-concordia.io/COMP249","Object‑Oriented Programming I"
"http://is-concordia.io/DFTT210","Design for Live Performance ll"
"http://is-concordia.io/INSE6300","Quality Assurance in Supply Chain Management"
"http://is-concordia.io/BIOL201","Introductory Biology"
"http://is-concordia.io/CHEM436","Molecular Modelling of Proteins"
"http://is-concordia.io/COEN6511","VLSI Circuit Design"
"http://is-concordia.io/GEOL415","Plate Tectonics and Crustal Evolution"
"http://is-concordia.io/PRIN472","Independent Study in Print Media II"
"http://is-concordia.io/JOUR530","Advanced Radio News"
"http://is-concordia.io/AHSC510","Advanced Research Methods in Youth Work"
"http://is-concordia.io/MECH370","Modelling and Analysis of Dynamic Systems"
"http://is-concordia.io/BTM430","Enterprise Resources Planning and Technology Integration"
"http://is-concordia.io/JOUR432","Documentary Video and Radio"
"http://is-concordia.io/ACTT202","Introduction to Acting ll"
"http://is-concordia.io/POLI328","Public Policy and the Politics of Equality"
"http://is-concordia.io/AHSC525","Individual and Group Intervention with Youth"
"http://is-concordia.io/DANC350","Practical Anatomy for the Moving Body"
"http://is-concordia.io/CIVI6401","Transportation Systems Analysis"
"http://is-concordia.io/PERC311","Directing 1"
"http://is-concordia.io/CATA437","Assessment of the Hip, Spine and Pelvis"
"http://is-concordia.io/CIVI469","Geo-Environmental Engineering"
"http://is-concordia.io/DANC398","Special Topics in Dance"
"http://is-concordia.io/FTRA682","Tutorat en traduction"
"http://is-concordia.io/JOUR208","Intermediate Reporting"
"http://is-concordia.io/ENCS5721","Argumentation and Composition for Engineers"
"http://is-concordia.io/POLI683","Minding the Gap"
"http://is-concordia.io/POLI683","Professional Development"
"http://is-concordia.io/POLI683","Mechanics of Briefing Notes"
"http://is-concordia.io/BLDG6111","Computer-Aided Building Operation"
"http://is-concordia.io/SCEN411","Urban Scenographies"
"http://is-concordia.io/MECH311","Manufacturing Processes"
"http://is-concordia.io/IMCA470","Independent Study in Intermedia"
"http://is-concordia.io/PHYS225","Introductory Experimental Electricity"
"http://is-concordia.io/LBCL295","History of Art"
"http://is-concordia.io/APLI616","Pedagogical Grammar"
"http://is-concordia.io/AHSC680","Facilitating Individual and Group Learning Processes"
"http://is-concordia.io/MECH421","Mechanical Shaping of Metals and Plastics"
"http://is-concordia.io/MECH423","Casting, Welding, Heat Treating, and Non-Destructive Testing"
"http://is-concordia.io/PSYC495","Honours Thesis"
"http://is-concordia.io/LOYC320","Biodiversity on Earth"
"http://is-concordia.io/BTM480","Project Management"
"http://is-concordia.io/MACF402","Mathematical and Computational Finance I"
"http://is-concordia.io/CIVI6681","Environmental Nanotechnology"
"http://is-concordia.io/ELEC433","Power Electronics"
"http://is-concordia.io/EDUC402","Diversity Issues in Childhood"
"http://is-concordia.io/BIOL398","Intermediate Topics in Biology: Ecology of Urban Environments"
"http://is-concordia.io/APLI601","Graduate Phonology"
"http://is-concordia.io/FTRA492","Tutorat en traduction"
"http://is-concordia.io/BLDG6221","Design of Computer-Aided Systems in Building and Civil Engineering"
"http://is-concordia.io/DRAW499","Special Topics in Drawing"
"http://is-concordia.io/ECON200","Economics and Social Issues"
"http://is-concordia.io/PHIL214","Deductive Logic"
"http://is-concordia.io/CATA441","Concepts in Manual Therapy"
"http://is-concordia.io/ACTT499","Special Topics in Acting"
"http://is-concordia.io/PSYC311","Research Methods and Designs II"
